review_text,review_stars,title,summary
"I stumbled across this in the Amazon Warehouse & couldn't believe the deal! I purchased the Lilac Purple, S9, Factory Unlocked, US Version, 128GB. This phone is in excellent condition & appears brand new! The box did have a tiny bit of damage (paper was pealing on one side), but it came with the manual & all original Samsung extras. I've attached pictures showing the minimal damage to box & excellent condition of the phone. The listed description was ""Condition: Used - Very Good - Minor cosmetic imperfection on top, front or sides of item. Missing manual. Item will come in original packaging. Packaging will be damaged.""  What I received was MUCH better!I've had the phone for maybe 3 hours total & am still playing with settings. There are many features I haven't tried yet, such as face recognition. I also can't say how long the battery lasts, but I can say that the high speed charger is super fast. The phone came charged at 50%, & it took maybe 45 minutes to reach full charge. My only complaint so far is the length of time that it took to receive my order. I ordered this phone on April 28 & just received it today, on May 13. Yes; we are in the middle of a pandemic, & I know that everybody is ordering things online which is slowing Amazon down, but 2 weeks felt like a lifetime. This phone was a replacement for my problematic phone & I very badly needed the replacement ASAPPros:* I still can't believe that I got this phone for $280.96!* I LOVE the color!* It's in excellent condition! I'd honestly think it was brand new if I didn't know better.* I love that it has 128GB, with the ability to expand with an extra 140 GB micro SD card.* The camera is such a big improvement over what I had previously. The pictures above were taken with my old cellphone's camera. (The picture of my cat is the one shot I took with my S9).* I love the security features - face recognition, irises, & fingerprints.* The screen is so much nicer, clearer, & pleasant to look at.* It has a nice snappy response.* I love that I can use a wireless charger if I want to.Cons:* It take a long time to get here - stay at home order considered & all.I wanted to post this review to help ease the mind of anyone considering purchasing it, but scared off by the negative reviews. I will revise this later if needed.",5.0 out of 5 stars,SAMSUNG Galaxy S9+ Factory Unlocked Smartphone 64GB - Coral Blue - US Version [SM-G965UZBAXAA],"The box did have a tiny bit of damage (paper was pealing on one side), but it came with the manual & all original Samsung extras. My only complaint so far is the length of time that it took to receive my order."
"Didn't realize no NFC in this version till I got it. Decided to keep anyway because this version has the exynos1330 chip and more ram than the us version. Big crisp screen, I can deal with the bezels. Charge time with the provided 15W charger is fine for me. The speed of the phone with this chip is decidedly midrange. It's got physical accelerometer, magnetometer, gyro  & proximity sensors. Plenty of unremovable samsung bloatware. Software updates you will not find better on any other budget phone. Definitely worth the price.",4.0 out of 5 stars,SAMSUNG Galaxy A14 5G + 4G LTE (128GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Tello USA Market) 1 Year Warranty Latin America 6.6&quot; 50MP Triple Camera + (15W Wall Charger) (Silver),Didn't realize no NFC in this version till I got it. The speed of the phone with this chip is decidedly midrange.
"Nice lightweight phone with a great screen, battery life, and processing speed. No NFC was almost a deal breaker, but the price was right.",4.0 out of 5 stars,SAMSUNG Galaxy A14 5G + 4G LTE (128GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Tello USA Market) 1 Year Warranty Latin America 6.6&quot; 50MP Triple Camera + (15W Wall Charger) (Silver),"Nice lightweight phone with a great screen, battery life, and processing speed. No NFC was almost a deal breaker, but the price was right."
"This A14 is a nice phone, seems to have good battery life and is almost what I'm looking for.  The ""almost"" is why I only give it 4 stars.  With all the features it has, it's missing NFC.  This is the Latin American version which doesn't include that.",4.0 out of 5 stars,SAMSUNG Galaxy A14 5G + 4G LTE (128GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Tello USA Market) 1 Year Warranty Latin America 6.6&quot; 50MP Triple Camera + (15W Wall Charger) (Silver),"This A14 is a nice phone, seems to have good battery life and is almost what I'm looking for. The ""almost"" is why I only give it 4 stars."
So far so good and a smooth transition,4.0 out of 5 stars,SAMSUNG Galaxy A14 5G + 4G LTE (128GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Tello USA Market) 1 Year Warranty Latin America 6.6&quot; 50MP Triple Camera + (15W Wall Charger) (Silver),So far so good and a smooth transition
"This is the phone I really wanted! It has much better specs than the made for USA 64gb model; mainly the Exynos 1330 Chipset and the 128gb of internal storage. Long lasting 5000ma battery. This phone also includes a radio which the USA 64gb model does not. I added a 1tb microsd card for an awesome amount of storage. I also love the fact that it has a 3.5mm headphone jack to which I am able to insert and use a Shure SM58 dynamic microphone for recording videos. In order to use a dynamic microphone with your phone you have to purchase a Startech MUYHSMFF Headset Adapter W/ Microphone and Headphone Splitter. Best to order the Startech from someplace other than here because they sent the wrong cable three times in a row. Special thanks to unitblocks for their review of this particular Samsung A14 5G here on Amazon because the company that is listing the phone, MVD Mobile, has the wrong specs in their listing. Without the review of unitblocks I never would have found this phone here in the USA though I searched the internet extensively for this model which is Model SM-A146M. This model is made for Latin America. When you begin to set-up the phone it is set for Spanish but simply select English United States and you're good to go. Now for sale here on Amazon for $179.00 (as of July 3, 2023). I LOVE THIS PHONE! It has saved me hundreds of dollars over those mid-range phone offerings and provides features that some more expensive phones do not (headphone jack, radio, 128gb internal storage, microsd expansion).",5.0 out of 5 stars,SAMSUNG Galaxy A14 5G + 4G LTE (128GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Tello USA Market) 1 Year Warranty Latin America 6.6&quot; 50MP Triple Camera + (15W Wall Charger) (Silver),"Special thanks to unitblocks for their review of this particular Samsung A14 5G here on Amazon because the company that is listing the phone, MVD Mobile, has the wrong specs in their listing. Without the review of unitblocks I never would have found this phone here in the USA though I searched the internet extensively for this model which is Model SM-A146M."
"I'm switching from a Google Pixel back to Samsung because a screen fix shop told me that Pixel screens are the most expensive and most difficult to get. I still think the Pixel is the better phone but I'm so happy that Samsung is finally making a decent phone at a REASONABLE price. Some of us don't have $2000 to spend on a phone! Even if i did, I wouldn't spend that much on a phone. But this phone, so far, is pretty great. It's a little bigger than the Galaxy usually is but I like that. My old phone was constantly slipping out of my fingers. And it's just as easy to use as I remember.",5.0 out of 5 stars,SAMSUNG Galaxy A14 5G + 4G LTE (128GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Tello USA Market) 1 Year Warranty Latin America 6.6&quot; 50MP Triple Camera + (15W Wall Charger) (Silver),I still think the Pixel is the better phone but I'm so happy that Samsung is finally making a decent phone at a REASONABLE price. Some of us don't have $2000 to spend on a phone!
Love it. I got the gold color. Love the stand and the camera lens protector.  Would have paid 3x as much at t-mobile.  Fit well too.,5.0 out of 5 stars,SAMSUNG Galaxy A14 5G + 4G LTE (128GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Tello USA Market) 1 Year Warranty Latin America 6.6&quot; 50MP Triple Camera + (15W Wall Charger) (Silver),Love the stand and the camera lens protector. Would have paid 3x as much at t-mobile.
Me gusto mucho solo q llego un dia despues pero es entendible esta vez,5.0 out of 5 stars,SAMSUNG Galaxy A14 5G + 4G LTE (128GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Tello USA Market) 1 Year Warranty Latin America 6.6&quot; 50MP Triple Camera + (15W Wall Charger) (Silver),Me gusto mucho solo q llego un dia despues pero es entendible esta vez
This Latin America version of this phone comes with 128 gigs of memory vs 64 available in the US model. It also has duel sim card slots which makes it great for business and travel.,5.0 out of 5 stars,SAMSUNG Galaxy A14 5G + 4G LTE (128GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Tello USA Market) 1 Year Warranty Latin America 6.6&quot; 50MP Triple Camera + (15W Wall Charger) (Silver),This Latin America version of this phone comes with 128 gigs of memory vs 64 available in the US model. It also has duel sim card slots which makes it great for business and travel.
❤️,5.0 out of 5 stars,SAMSUNG Galaxy A14 5G + 4G LTE (128GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Tello USA Market) 1 Year Warranty Latin America 6.6&quot; 50MP Triple Camera + (15W Wall Charger) (Silver),❤️
Just because it says it's internationally unlocked doesn't mean it's good for all carriers verify with your carrier,4.0 out of 5 stars,"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - Black",Just because it says it's internationally unlocked doesn't mean it's good for all carriers verify with your carrier
Phone does what it says. Good battery life,4.0 out of 5 stars,"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - Black",Phone does what it says. Good battery life
The size and feature is great,5.0 out of 5 stars,"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - Black",The size and feature is great
"Este artículo no quería aceptar la targets sim ni el internet de datos móviles, lo devolví a Amazon y me tarda mucho tiempo para mi reembolso…",1.0 out of 5 stars,"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - Black","Este artículo no quería aceptar la targets sim ni el internet de datos móviles, lo devolví a Amazon y me tarda mucho tiempo para mi reembolso…"
"The phone is not compatible in my area as stated so it's on ""emergency calls only"" 90% of the times. I threw out the box when I got it so I can't return. Then, while sitting on the  couch, the phone slipped from my hand and started to separate although there was a case on it. So both phone case and phone were not a good purchase.",1.0 out of 5 stars,"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - Black","The phone is not compatible in my area as stated so it's on ""emergency calls only"" 90% of the times. I threw out the box when I got it so I can't return."
"I bought this phone because it says ""FACTORY UNLOCKED"" it is NOT! NOT! NOT! not compatible with Cricket wireless!!",1.0 out of 5 stars,"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - Black","I bought this phone because it says ""FACTORY UNLOCKED"" it is NOT! not compatible with Cricket wireless!"
It does not work with spectrum mobile in US,5.0 out of 5 stars,"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - Black",It does not work with spectrum mobile in US
"its honestly a good phone, the display looks hella good and just a overall good feeling especially with the case its comes with, its also on the ""mid range"" side when it comes the processor or ""chip"" it has, but for the price how can I even complain.",4.0 out of 5 stars,"SAMSUNG Galaxy A14 (SM-A145F/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Ring Grip Case Bundle) - No Warranty - (Black)","its honestly a good phone, the display looks hella good and just a overall good feeling especially with the case its comes with, its also on the ""mid range"" side when it comes the processor or ""chip"" it has, but for the price how can I even complain."
I used it to replace  my old phone,5.0 out of 5 stars,"SAMSUNG Galaxy A14 (SM-A145F/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Ring Grip Case Bundle) - No Warranty - (Black)",I used it to replace  my old phone
I got 12gb ram and 256 internal storage version. The phone and the battery seems to be as expected. Didn't find any issue with the phone yet.The phone has been replaced with a new display but it was poorly handled as I can see scratch all around the display which is visible even with the case on. I would've given it a 5 star rating if the display replacement was done properly without scratches.,4.0 out of 5 stars,"SAMSUNG Galaxy S22 Ultra Smartphone, Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor - T-Mobile (Renewed) (Phantom Black)",I got 12gb ram and 256 internal storage version. The phone and the battery seems to be as expected.
The phone is in good condition work ok but am a bit disappointed because the phone is lock to T mobile and cannot work in my country. In the description it didn't say that the phone was lock so am a bit disappointed good phone overall tho.,3.0 out of 5 stars,"SAMSUNG Galaxy S22 Ultra Smartphone, Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor - T-Mobile (Renewed) (Phantom Black)",The phone is in good condition work ok but am a bit disappointed because the phone is lock to T mobile and cannot work in my country. In the description it didn't say that the phone was lock so am a bit disappointed good phone overall tho.
Obviously didn’t like the crack on the camera when it was advertised as being in excellent condition,3.0 out of 5 stars,"SAMSUNG Galaxy S22 Ultra Smartphone, Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor - T-Mobile (Renewed) (Phantom Black)",Obviously didn’t like the crack on the camera when it was advertised as being in excellent condition
I have this phone for a while now and I can say is it is the best phone I have had since the iphone 4. It's that game changing. The 100x zoom is no joke. The moon photos are real. The sunset is real. Crazy. The stylist for taking pictures of you with loved ones at a distance is worth every penny. Get it now don't look back watch a few videos on YouTube about the top 10 features and you will be sold.,5.0 out of 5 stars,"SAMSUNG Galaxy S22 Ultra Smartphone, Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor - T-Mobile (Renewed) (Phantom Black)",I have this phone for a while now and I can say is it is the best phone I have had since the iphone 4. It's that game changing.
I was iffy about getting any phone from here. So far it works great. The battery doesn't seem to last. I'm not on wifi much and haven't been on social media much and it's about 40% by 8pm. It's been a couple of days. Hope it works out,4.0 out of 5 stars,"SAMSUNG Galaxy S22 Ultra Smartphone, Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor - T-Mobile (Renewed) (Phantom Black)",I was iffy about getting any phone from here. So far it works great.
"Please be careful this phone was not unlocked, fortunately I got it unlocked for a price, this phone is the best phone I ever owned camera features are the best",4.0 out of 5 stars,"SAMSUNG Galaxy S22 Ultra Smartphone, Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor - T-Mobile (Renewed) (Phantom Black)","Please be careful this phone was not unlocked, fortunately I got it unlocked for a price, this phone is the best phone I ever owned camera features are the best"
Its hard to say because I haven't used the features yet. But it looks good and fits perfectly. I haven't used this device yet and I don't see anything that says 2g.,4.0 out of 5 stars,"SAMSUNG Galaxy S22 Ultra Smartphone, Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor - T-Mobile (Renewed) (Phantom Black)",Its hard to say because I haven't used the features yet. But it looks good and fits perfectly.
So far it is working very well. I'm very satisfied with my phone.,5.0 out of 5 stars,"SAMSUNG Galaxy S22 Ultra Smartphone, Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor - T-Mobile (Renewed) (Phantom Black)",So far it is working very well. I'm very satisfied with my phone.
Phone was decent out of the box for a few weeks then noticed the battery draining without much usage and then the lag became real..I can't watch videos or play a game because of this...not sure if they had Helen Keller refurbish this but it still seems broken to me and a big waste of my money...thanks a lot,2.0 out of 5 stars,"SAMSUNG Galaxy S22 Ultra Smartphone, Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor - T-Mobile (Renewed) (Phantom Black)",Phone was decent out of the box for a few weeks then noticed the battery draining without much usage and then the lag became real..I can't watch videos or play a game because of this...not sure if they had Helen Keller refurbish this but it still seems broken to me and a big waste of my money...thanks a lot
"Even though it had a little bit of scratches around the edges, it works like a charm and runs perfect. I could trade $600 for a couple of scratches that wont be noticeable anyways when using a cover.  Definitely a great buy!",5.0 out of 5 stars,"SAMSUNG Galaxy S22 Ultra Smartphone, Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor - T-Mobile (Renewed) (Phantom Black)","Even though it had a little bit of scratches around the edges, it works like a charm and runs perfect. I could trade $600 for a couple of scratches that wont be noticeable anyways when using a cover."
"Renewed unlocked phone sold by Olympic in Excellent condition.First off, it is in excellent condition. Or close enough for me anyway. The phone looks new except for a small scratch on the back that shouldn't be there, according to Amazon's description of ""Excellent"".  But it was going in a case and like most people I mainly care about the screen, which is scratch-free and looks mint.The phone is unlocked, but it's a Verizon carrier unlocked model SM-G991U, NOT the factory unlocked model SM-G991U1. I asked the seller about this before purchasing, but they didn't respond until a week after I already had the phone. Their late reply was ""This item is fully unlocked to work with all carriers"". It's not an issue with this particular phone, because there were no differences in features from different carriers, but definitely something to be aware of. Ultimately I don't care and had no problem adding a T-Mobile eSIM and it updated with their firmware.This is my second time buying an Amazon Renewed phone. The first time I received a locked phone (from a different seller), but Amazon makes it easy to return for a refund and there's no real risk. So I didn't mind trying again and overall THIS phone looks good and works well, so I'm happy, enough, with THIS renewed purchase.",4.0 out of 5 stars,"Samsung Galaxy S21 5G, US Version, 128GB, Purple - Unlocked (Renewed)","But it was going in a case and like most people I mainly care about the screen, which is scratch-free and looks mint.The phone is unlocked, but it's a Verizon carrier unlocked model SM-G991U, NOT the factory unlocked model SM-G991U1. The first time I received a locked phone (from a different seller), but Amazon makes it easy to return for a refund and there's no real risk."
"Having a phone that just crept along and never actually ran an app because I had 25 or so (I know, how could I?), I kept just screaming at it ""could you please just be a phone for me today???!!!"" was the ""Night"" to the purchasing of this phone's proverbial ""Day"". The expanded memory in this phone allows me to have all my previous apps AND  actually process some of the apps too! Tech that works! I'm so excited.The screen is almost edge to edge and that allows for the feeling that you are either Dr. Spock on the Enterprise, or Al from Quantum Leap as you can see, stream and look at the detail of everything and with amazing clarity and with better pixel density than the standard 1080p.This phone holds its charge for ever, does everything so quickly, is 5g and was significantly less than a brand new one.Best buy on a phone ever!",4.0 out of 5 stars,"Samsung Galaxy S21 5G, US Version, 128GB, Purple - Unlocked (Renewed)","Having a phone that just crept along and never actually ran an app because I had 25 or so (I know, how could I? ), I kept just screaming at it ""could you please just be a phone for me today???!!!"""
A big step up from my LG solo... I really like the wireless charging. The camera takes crisp pics. Lots of storage. I had to figure out how the screenshots worked it's the same as others it requires just a little more delicate touch. BEST THING IS ITS 5G. Fast!! Good price,5.0 out of 5 stars,"Samsung Galaxy S21 5G, US Version, 128GB, Purple - Unlocked (Renewed)",A big step up from my LG solo... I really like the wireless charging.
"The violet/gold color is beautiful, the screen is sharp and vivid, and it's got a great set of technical stats.  The only criticism is that the battery life isn't as long as my old phone's was, although it's still long enough to get you through the day without stress.",5.0 out of 5 stars,"Samsung Galaxy S21 5G, US Version, 128GB, Purple - Unlocked (Renewed)","The violet/gold color is beautiful, the screen is sharp and vivid, and it's got a great set of technical stats. The only criticism is that the battery life isn't as long as my old phone's was, although it's still long enough to get you through the day without stress."
"The PROS: the phone came QUICKLY by 4AM the next day.In excellent condition, like brand new.Everything worked on the phone... except for...The CONS: I couldn't get the service workI checked multiple APN settings, looked for physical damage, tried 3 different SIMS (eSIM and Physical), and made dozens of calls to the service provider (including supervisors). FInally after talking to support agents at Samsung I found out that the phone was NOT UNLOCKED, and after speaking to support agents at T-Mobile I found out that they COULD NOT unlock it because it was STILL associated with a T-Mobile user, which they said means that this phone sale could be considered fraud. As a customer I just wish there was a way to ensure the phone was unlocked Before I bought it. One thing I would recommend to anyone is before you buy a SIM for a new phone, look at the IMEI number and call Samsung to verify that it's locked. you may save 3 days of your important work, and time with loved ones",3.0 out of 5 stars,"Samsung Galaxy S21 5G, US Version, 128GB, Purple - Unlocked (Renewed)","The PROS: the phone came QUICKLY by 4AM the next day.In excellent condition, like brand new.Everything worked on the phone... except for...The CONS: I couldn't get the service workI checked multiple APN settings, looked for physical damage, tried 3 different SIMS (eSIM and Physical), and made dozens of calls to the service provider (including supervisors). FInally after talking to support agents at Samsung I found out that the phone was NOT UNLOCKED, and after speaking to support agents at T-Mobile I found out that they COULD NOT unlock it because it was STILL associated with a T-Mobile user, which they said means that this phone sale could be considered fraud."
Phone reached as described closed to new. we'll see with the days how it performs,4.0 out of 5 stars,"Samsung Galaxy S21 5G, US Version, 128GB, Purple - Unlocked (Renewed)",Phone reached as described closed to new. we'll see with the days how it performs
"Fast shipping, everything works as described. Would recommend",5.0 out of 5 stars,"Samsung Galaxy S21 5G, US Version, 128GB, Purple - Unlocked (Renewed)","Fast shipping, everything works as described. Would recommend"
Nothing much to say it's a base model for a reason,4.0 out of 5 stars,"Samsung Galaxy S21 5G, US Version, 128GB, Purple - Unlocked (Renewed)",Nothing much to say it's a base model for a reason
Came In good condition 👌,5.0 out of 5 stars,"Samsung Galaxy S21 5G, US Version, 128GB, Purple - Unlocked (Renewed)",Came In good condition 👌
Love my new phone!,5.0 out of 5 stars,"Samsung Galaxy S21 5G, US Version, 128GB, Purple - Unlocked (Renewed)",Love my new phone!
Come set as different county,4.0 out of 5 stars,Samsung Galaxy S9 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera (International Variant/US Compatible LTE) - Lilac Purple,Come set as different county
"I had an issue with shipping and dates. The customer service was fast and helped a lot. Very nice experience with them. Also, the phone worked great.",5.0 out of 5 stars,Samsung Galaxy S9 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera (International Variant/US Compatible LTE) - Lilac Purple,I had an issue with shipping and dates. The customer service was fast and helped a lot.
"Phone is unlocked and accepted our network sim with ease. No freezing, sticking, lagging, nothing. Great buy.",5.0 out of 5 stars,Samsung Galaxy S9 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera (International Variant/US Compatible LTE) - Lilac Purple,"Phone is unlocked and accepted our network sim with ease. No freezing, sticking, lagging, nothing."
"Phone arrived today,I ordered single sim,arrived duel sim,please make sure when you advartise international version is it covering Europe,as on my phone is written it is for Africa and Central Asia,that mean I am not able to use in Europe.Before order I check review and it said phone can work in Europe,one of reasons why I order it.",1.0 out of 5 stars,Samsung Galaxy S9 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera (International Variant/US Compatible LTE) - Lilac Purple,"Phone arrived today,I ordered single sim,arrived duel sim,please make sure when you advartise international version is it covering Europe,as on my phone is written it is for Africa and Central Asia,that mean I am not able to use in Europe.Before order I check review and it said phone can work in Europe,one of reasons why I order it."
A good phone that could use an European adapter if we bill it as an international phone.,5.0 out of 5 stars,Samsung Galaxy S9 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera (International Variant/US Compatible LTE) - Lilac Purple,A good phone that could use an European adapter if we bill it as an international phone.
Excelente telefono. toma unas fotos hermosas sin mucho esfuerzo,5.0 out of 5 stars,Samsung Galaxy S9 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera (International Variant/US Compatible LTE) - Lilac Purple,Excelente telefono. toma unas fotos hermosas sin mucho esfuerzo
Excellent product,5.0 out of 5 stars,Samsung Galaxy S9 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera (International Variant/US Compatible LTE) - Lilac Purple,Excellent product
"The fingerprint area is scratched & makes it hard to read my print. There is also a screen behind the actual screen im looking at. I notified the seller, but have not heard anyback yet.",1.0 out of 5 stars,Samsung Galaxy S9 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera (International Variant/US Compatible LTE) - Lilac Purple,The fingerprint area is scratched & makes it hard to read my print. There is also a screen behind the actual screen im looking at.
if you are looking for the 960f then look else where despite the listing being for it I got a 960u1. if you do not care about that the phone was decent enough shape,1.0 out of 5 stars,Samsung Galaxy S9 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera (International Variant/US Compatible LTE) - Lilac Purple,if you are looking for the 960f then look else where despite the listing being for it I got a 960u1. if you do not care about that the phone was decent enough shape
Phone charging is not working,1.0 out of 5 stars,Samsung Galaxy S9 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera (International Variant/US Compatible LTE) - Lilac Purple,Phone charging is not working
"I love this phone. It's an incredible piece of technology, but, obviously there are a few issues..Pros:  Small form factor, perfect for women's jeans or people who just want a small phone.  Works smoothly. Everything is very fluid and works nicely with its 120hz refresh rate.  256gb. Lots of storage  Back screen. Perfect for checking the time, notifications, changing music, perfect for all your basic needs, as well as being able to take a selfie with the front facing cameras.  Wireless charging/charger. Can wirelessly charge, and can also wirelessly charge other devices.Cons:  Battery life. It's battery life is pretty bad. Under normal use it usually lasts me about 5 ish hours before needing to charge again, but if you're gaming or really using anything on the phone, especially its 120hz refresh rate, expect that to drop down half as long.  The crease. Obviously being a flip phone, there's gonna be a crease down the middle. After about a year of use, the crease has devolped a little crack throughout it.  It tends to get very hot at the top part of the phone when charging, basically forcing you to put a fan in front of it so it doesn't overheat. It's gotten so hot that I can't even touch it without it burning me.This phone has worked well for me throughout the year I've had it. Do I recommend it? Probably not. You'd be better off with the zflip 4 or the new zflip 5.",4.0 out of 5 stars,"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 256GB Storage US Warranty, Phantom Black (Renewed)",Everything is very fluid and works nicely with its 120hz refresh rate. It's gotten so hot that I can't even touch it without it burning me.This phone has worked well for me throughout the year I've had it.
Only 4 stars because of a quark it has. After a week or so when you make a call or receive a call it hangs up when you answer! You have to restart the phone to get to work.,4.0 out of 5 stars,"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 256GB Storage US Warranty, Phantom Black (Renewed)",Only 4 stars because of a quark it has. After a week or so when you make a call or receive a call it hangs up when you answer!
"Update: I said in my initial review that getting a screenshot is uncomfortable because I need to press the on/off key with the low volume at the same time. However, I discovered yesterday that I can get a screenshot by pressing the on/off button andselecting an option.I am enjoying using this phone. I am happy with the price and the condition of the phone is great. I am still getting used to the slight depression in the mid section of the screen, where the hinge is, but it is not a big deal, I'llget used to it.  I love the colors especially those i selsected for the keyboard. I would have liked more traditional sounds for the calls to select from. The light intensity range is great.One thing I do not like is how to take a screen shot. You have to press on-off button and lower sound button at the same time, which is uncomfortable because these buttons are on the same side.  To press them together at the same time feels acrobatic and weired. May be there is another way,  but I have not discovered it yet.I love the small size but I use the phone as a not flip phone while home to reduce the wear and tare on the middle of the screen as it seems this is the most vulnerable part of the phone.This is the first time I buy a refurbished certified phone and so far so good. Hope this will be the case for few years to come.",4.0 out of 5 stars,"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 256GB Storage US Warranty, Phantom Black (Renewed)","Update: I said in my initial review that getting a screenshot is uncomfortable because I need to press the on/off key with the low volume at the same time. May be there is another way,  but I have not discovered it yet.I love the small size but I use the phone as a not flip phone while home to reduce the wear and tare on the middle of the screen as it seems this is the most vulnerable part of the phone.This is the first time I buy a refurbished certified phone and so far so good."
"This is my first time trying any foldable smartphone and I've had it for about a month. I have to say I really enjoy it! The compact design is easy to use one handed and it's an especially stylish and fun conversation starter. Considering all of it's specs, it's basically a mid-ranged phone with a smooth 120hz display. It's everything I personally wanted out of it and the folding functions have been pretty useful for me.The main problem I have with this phone specifically is from the company refurbishing the phone. I received it and it does not open completely. There's a few degrees of an angle that my phone consistently stays at, so I'm afraid the hinge will eventually give out on me just from normal use. It's not a deal breaker, but it's a shame. You get what you paid for I guess.In the future, I plan on getting a z flip 5 or 6 brand new with insurance because I can guarantee my phone will actually last a few years with that. The value I got this phone at was great, but it's probably not worth buying refurbished.",4.0 out of 5 stars,"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 256GB Storage US Warranty, Phantom Black (Renewed)","It's everything I personally wanted out of it and the folding functions have been pretty useful for me.The main problem I have with this phone specifically is from the company refurbishing the phone. There's a few degrees of an angle that my phone consistently stays at, so I'm afraid the hinge will eventually give out on me just from normal use."
"llego en buen estado, solo con 2 pequeños raspones, y sin la mica que trae de fabrica",4.0 out of 5 stars,"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 256GB Storage US Warranty, Phantom Black (Renewed)","llego en buen estado, solo con 2 pequeños raspones, y sin la mica que trae de fabrica"
